ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,outcome
3466,"Ghosts of Johnston County",Documentary,US,"2014-01-29 00:00:00","2014-03-10 00:00:00",3500,4347,USD,successful
3467,"?Japan 2.0 - Hidden Trails?",Photography,US,"2011-01-04 00:00:00","2011-02-02 00:00:00",5000,11106.33,USD,successful
3468,"How To Make 100% Of a Dream Come True In Under 90 Days :=) Iyeoka needs your support!",Music,US,"2010-02-27 00:00:00","2010-05-28 00:00:00",10000,10126,USD,successful
3469,"Bryan More's First Ep","World Music",US,"2015-02-12 00:00:00","2015-02-21 00:00:00",600,0,USD,failed
3470,"'Candy Rain' - Mixtape Launch",Music,GB,"2014-06-09 00:00:00","2014-07-09 00:00:00",513.6,82.18,GBP,failed
3471,"TCAMP: Transitional Creative Arts Mentoring Program",Art,US,"2012-01-13 00:00:00","2012-02-27 00:00:00",3500,5871,USD,successful
3472,"OBRA NEGRA, una grieta abierta entre el amor y la muerte.",Horror,MX,"2017-03-21 00:00:00","2017-05-20 00:00:00",649.56,654.92,MXN,successful
3473,"Killing Trump Novel",Fiction,US,"2017-11-04 00:00:00","2017-12-04 00:00:00",15000,0,USD,failed
3474,"Macbook all-in-one Portable storage docking station PLUSDOCK",Gadgets,US,"2016-05-24 00:00:00","2016-06-23 00:00:00",50000,21380,USD,failed
3475,"War & Empire - The Miniatures Game of Ancient Warfare","Tabletop Games",GB,"2013-11-22 00:00:00","2013-12-20 00:00:00",32714.48,87817.13,GBP,successful
3476,"WST Mixtape "Land of Mountains"",Faith,US,"2016-04-30 00:00:00","2016-05-14 00:00:00",4600,4602.16,USD,successful
3477,"Anka's Story to Edinburgh Fringe Festival 2014",Dance,GB,"2014-05-23 00:00:00","2014-06-22 00:00:00",10219.55,10372.84,GBP,successful
3478,"DFRobot's BOSON Kit: Powerful Lego STEM Building Blocks","DIY Electronics",CA,"2017-05-10 00:00:00","2017-06-24 00:00:00",38592.16,58835.11,CAD,successful
3479,"Cash Harrison's Debut Album/Pre-Order!","Indie Rock",US,"2010-05-16 00:00:00","2010-07-04 00:00:00",2600,0,USD,failed
3480,"Zombies Are Humanitarians",Shorts,GB,"2013-10-15 00:00:00","2013-11-14 00:00:00",160.68,41.78,GBP,failed
3481,"Chunclito and his life experiences.","Children's Books",US,"2015-07-21 00:00:00","2015-08-21 00:00:00",12500,0,USD,failed
3482,"The First light","Film & Video","N,0"","2015-01-23 00:00:00","2015-03-04 00:00:00",7836.38,14.11,AUD,undefined
3483,"Art Exhibition",Painting,US,"2012-05-18 00:00:00","2012-06-17 00:00:00",1800,1870,USD,successful
3484,"Alphabet Train: Fold-n-Learn 3D Worksheets","Children's Books",US,"2014-10-07 00:00:00","2014-11-06 00:00:00",3000,3343,USD,successful
3485,"The next gen open source CMS.",Web,GB,"2014-07-08 00:00:00","2014-08-07 00:00:00",42010.45,72.26,GBP,failed
3486,"Devils Ballroom",Music,US,"2012-09-29 00:00:00","2012-11-28 00:00:00",60000,0,USD,failed
3487,"Pretty People 7" Single",Music,US,"2014-12-09 00:00:00","2015-01-08 00:00:00",1000,160,USD,failed
3488,"UBWear too",Technology,US,"2011-12-20 00:00:00","2012-02-03 00:00:00",4900,202,USD,failed
3489,"Inspiration Dice",Design,US,"2012-10-11 00:00:00","2012-11-10 00:00:00",3000,7202,USD,successful
3490,"NSFW: How To Shoot Concept Nudes: DVDs for photographers",Photography,GB,"2013-10-10 00:00:00","2013-11-11 00:00:00",12854.3,8194.61,GBP,failed
3491,"I AM THAT,",Drinks,US,"2016-05-30 00:00:00","2016-06-29 00:00:00",5000,2,USD,failed
3492,"Red and The Wolf: A Prospero Theatre Production",Plays,GB,"2016-04-06 00:00:00","2016-05-06 00:00:00",5796.85,6376.53,GBP,successful
3493,MINA,Horror,US,"2017-10-19 00:00:00","2017-11-08 00:00:00",2500,2520,USD,successful
3494,Kujamma,Games,CA,"2015-04-07 00:00:00","2015-05-07 00:00:00",20656.04,632.07,CAD,failed
3495,"Michael Goude| New Album",Faith,US,"2014-11-13 00:00:00","2014-12-13 00:00:00",3500,3614,USD,successful
3496,""yl Latôt" - Stunning new jazz with Grammy winning artists",Jazz,US,"2012-10-12 00:00:00","2012-11-21 00:00:00",15000,2863,USD,failed
3497,"Biographies/Character Limitations - a 1687, Inc. production",Experimental,US,"2014-09-26 00:00:00","2014-11-25 00:00:00",500,501,USD,successful
3498,"ARC: Age of Rising Conflict","Playing Cards",US,"2016-01-27 00:00:00","2016-02-25 00:00:00",10000,113,USD,failed
3499,"Out of Service -  a documentary",Documentary,US,"2010-12-16 00:00:00","2011-01-30 00:00:00",800,981,USD,successful
3500,"The Screaming Bear",Shorts,US,"2011-12-31 00:00:00","2012-02-29 00:00:00",2500,3432.66,USD,successful
3501,"Midwest Rider Magazine",Periodicals,US,"2015-06-02 00:00:00","2015-07-02 00:00:00",5500,0,USD,failed
3502,"SHATTERED CROWN","Tabletop Games",US,"2017-03-22 00:00:00","2017-05-06 00:00:00",12300,4858,USD,failed
3503,"Able-HD: Portable HD Monitor for Laptop & Smartphones (DIY)",Hardware,US,"2013-08-01 00:00:00","2013-09-05 00:00:00",5000,99720,USD,successful
3504,"Holy Chalice—Digital Print","Digital Art",US,"2016-01-15 00:00:00","2016-03-15 00:00:00",2000,2,USD,failed
3505,""Maestro" the Movie: Post-Production Funds","Narrative Film",US,"2011-05-17 00:00:00","2011-06-16 00:00:00",6500,30,USD,failed
3506,"Kommands Board Game - Gather, Build, Battle!","Tabletop Games",CA,"2017-06-04 00:00:00","2017-07-04 00:00:00",770.77,211.19,CAD,failed
3507,"Gentle Parenting Memes Book - Vol 1: Be the change.",Nonfiction,AU,"2017-05-29 00:00:00","2017-06-28 00:00:00",3842.31,5633.6,AUD,successful
3508,"Herbal Alphabet Art Book Project-Part Deux","Art Books",US,"2012-06-06 00:00:00","2012-08-05 00:00:00",250,125,USD,failed
3509,"VISIT CRETE ISLAND with GEO OIL",Food,IT,"2016-04-27 00:00:00","2016-05-25 00:00:00",32052,73.71,EUR,failed
3510,"Billy Bubbles — Short Film","Film & Video",US,"2011-05-09 00:00:00","2011-08-07 00:00:00",500,0,USD,failed
3511,SWEEP,Shorts,US,"2014-11-17 00:00:00","2014-12-17 00:00:00",8500,9197,USD,successful
3512,"Nursery Rhyme Posters",Painting,US,"2012-11-26 00:00:00","2012-12-10 00:00:00",750,903,USD,successful
3513,"Venejer-The Kickstart",Rock,US,"2011-08-11 00:00:00","2011-10-10 00:00:00",2000,2000,USD,successful
3514,"Conjuring Visionista",Publishing,US,"2014-10-20 00:00:00","2014-12-04 00:00:00",5500,5930,USD,successful
3515,halfbake,DIY,GB,"2014-11-30 00:00:00","2015-01-29 00:00:00",4665.86,96.33,GBP,failed
3516,"Sk8 Lace Bling",Footwear,CA,"2014-10-07 00:00:00","2014-12-06 00:00:00",43177.89,0.86,CAD,failed
3517,"Recognizr (a mobile app)",Apps,US,"2014-08-09 00:00:00","2014-09-08 00:00:00",8000,356,USD,failed
3518,"Open Social Communication Community - Open Software",Technology,US,"2011-05-09 00:00:00","2011-08-07 00:00:00",20000,25,USD,failed
3519,"Recording Marimba Suite #2",Music,US,"2012-04-22 00:00:00","2012-06-06 00:00:00",3000,3148.33,USD,successful
3520,"Imperial Freedom RPG History","Video Games",MX,"2017-05-18 00:00:00","2017-07-17 00:00:00",685.64,142.84,MXN,failed
3521,"LIVING IN AMERICA documentary interviews of US "foreigners"",Documentary,US,"2012-07-10 00:00:00","2012-07-31 00:00:00",6850,675,USD,failed
3522,"The AirBay: iPhone and AirPods Together In One Case",Gadgets,US,"2017-07-18 00:00:00","2017-08-17 00:00:00",12000,2385,USD,failed
3523,"Ruse: A Steampunk Storytelling Card Game","Tabletop Games",US,"2014-09-11 00:00:00","2014-09-26 00:00:00",5000,2490,USD,failed
3524,"Potty Glo","Product Design",US,"2015-02-06 00:00:00","2015-03-08 00:00:00",3000,3773,USD,successful
3525,"I Like to Nag but I Love to Wine, T-Shirt Project",Fashion,US,"2013-07-26 00:00:00","2013-08-25 00:00:00",2500,60,USD,failed
3526,"Flora of Hyde Park (Canceled)",Nature,GB,"2015-11-17 00:00:00","2015-12-17 00:00:00",223.68,0,GBP,canceled
3527,"tripleShock • DualShock 4 Battery & Accessory Harness",Hardware,CA,"2014-03-22 00:00:00","2014-04-21 00:00:00",13614.09,577.24,CAD,failed
3528,"Manatee Mindfulness",Publishing,US,"2015-03-20 00:00:00","2015-04-19 00:00:00",3500,1357,USD,failed
3529,"Moss Bath Matt's",Design,US,"2014-07-09 00:00:00","2014-09-05 00:00:00",30000,120,USD,failed
3530,Stag,Shorts,US,"2011-10-11 00:00:00","2011-11-05 00:00:00",8000,9146.33,USD,successful
3531,"Artlysium: The Broken World Project by Bryan Hill (Canceled)",Art,US,"2015-12-29 00:00:00","2016-02-07 00:00:00",10000,0,USD,canceled
3532,"Her Coloring Book",Illustration,US,"2015-09-16 00:00:00","2015-10-20 00:00:00",3300,8861,USD,successful
3533,"Reichardt: Mens Dress Shirts Designed to be Worn Untucked",Apparel,US,"2014-11-07 00:00:00","2014-12-07 00:00:00",15000,20441,USD,successful
3534,"Uscore - Am PC spielerisch forschen und dafür belohnt werden",Web,DE,"2015-05-14 00:00:00","2015-06-13 00:00:00",67794.31,292.65,EUR,failed
3535,"The Worst Book Launch Party Ever",Publishing,US,"2015-09-29 00:00:00","2015-10-12 00:00:00",250,1307,USD,successful
3536,"SuarezDanceTheater's Mother.F*cker.",Dance,US,"2012-09-11 00:00:00","2012-10-11 00:00:00",3000,3335,USD,successful
3537,Shadowscape,"Tabletop Games",US,"2016-11-14 00:00:00","2016-12-09 00:00:00",7500,89886,USD,successful
3538,"Koneckz (Canceled)",Apps,US,"2015-03-24 00:00:00","2015-04-23 00:00:00",60000,0,USD,canceled
3539,"¡DRAW! by WiseGuy Games","Tabletop Games",US,"2014-09-22 00:00:00","2014-10-20 00:00:00",2000,423,USD,failed
3540,"Urban Kukri knife family (Relaunch)","Product Design",US,"2017-11-07 00:00:00","2017-12-07 00:00:00",12000,30206,USD,successful
3541,"Mjau! Manga Collection","Graphic Novels",US,"2017-08-31 00:00:00","2017-10-01 00:00:00",3500,4062,USD,successful
3542,"Creepy Kawaii Spring Plush Kickstarter",Crafts,US,"2017-04-14 00:00:00","2017-05-06 00:00:00",6000,7294,USD,successful
3543,"GINOSAJI - THE HORRIBLY SLOW MURDERER (Production Funds)",Horror,US,"2015-11-05 00:00:00","2015-12-12 00:00:00",50000,77855.1,USD,successful
3544,"Nipple Prosthetics for Breast Cancer","Product Design",US,"2016-02-09 00:00:00","2016-03-10 00:00:00",2000,2931,USD,successful
3545,"Of Love & Loss",Music,US,"2016-10-21 00:00:00","2016-11-20 00:00:00",1200,45,USD,canceled
3546,"Give away leftovers with DontWasteFood mobile app",Food,GB,"2016-12-23 00:00:00","2017-01-22 00:00:00",25081.51,37.62,GBP,failed
3547,"Lovlit Candle: A New Way to Connect with The Ones You Love",Technology,US,"2015-07-23 00:00:00","2015-08-27 00:00:00",75000,8551,USD,canceled
3548,"Italynthebox: culinary gems from Italy to your door",Food,US,"2015-11-28 00:00:00","2015-12-28 00:00:00",25000,33886,USD,successful
3549,"Help Fund An Electro/Ambient Recording Artist's EP & Single","Electronic Music",US,"2013-11-04 00:00:00","2013-12-04 00:00:00",2000,15,USD,canceled
3550,"The Compliment Card","Graphic Design",US,"2013-04-09 00:00:00","2013-04-23 00:00:00",700,3,USD,failed
3551,"Knockout Kid NEW ALBUM",Rock,US,"2014-12-17 00:00:00","2015-01-08 00:00:00",4000,4360,USD,successful
3552,"Without Moeka Debut EP",Music,US,"2014-03-11 00:00:00","2014-04-10 00:00:00",700,950,USD,successful
3553,"Exploration of Evidence and Evidence of Explorations",Photography,US,"2012-01-16 00:00:00","2012-02-15 00:00:00",2000,2131,USD,successful
3554,"BEARTek: Bluetooth Control Gloves For Your Smartphone.","Product Design",US,"2012-11-12 00:00:00","2012-12-15 00:00:00",50000,13196,USD,canceled
3555,"The D Programming Language Conference 2013",Software,US,"2012-10-22 00:00:00","2012-11-21 00:00:00",29999,30855,USD,successful
3556,"The Comedy Everywhere Project",Art,US,"2015-04-08 00:00:00","2015-05-09 00:00:00",5000,912.37,USD,failed
3557,"Breaking Ground","Country & Folk",US,"2013-04-08 00:00:00","2013-05-08 00:00:00",15000,15862,USD,successful
3558,"PP GUN:Experience is the best game of gun",Hardware,US,"2014-06-13 00:00:00","2014-08-02 00:00:00",60000,4375,USD,failed
3559,"Help Essential End make a road trip",Rock,US,"2015-12-01 00:00:00","2015-12-31 00:00:00",10000,71,USD,failed
3560,"The Da Vinci Art, Culture & Education Center","Performance Art",US,"2015-01-21 00:00:00","2015-02-28 00:00:00",25000,101,USD,failed
3561,"The Servant #1","Comic Books",US,"2014-10-09 00:00:00","2014-11-09 00:00:00",500,1000,USD,successful
3562,"RONE - Races of New Era","Tabletop Games",US,"2015-11-19 00:00:00","2015-12-26 00:00:00",7000,9473,USD,successful
3563,"Rambler (25 Minute Short Film)",Shorts,US,"2013-01-22 00:00:00","2013-02-21 00:00:00",2000,100,USD,failed
3564,"Covers with Friends","Indie Rock",US,"2015-06-22 00:00:00","2015-08-21 00:00:00",30000,57520.12,USD,successful
3565,"The Burger Bros. Food Caravan","Food Trucks",NZ,"2017-05-05 00:00:00","2017-07-04 00:00:00",34959.94,0,NZD,canceled
3566,"Reinventing Dog ID: Pawdentify Tags + Links-It with Kevlar®","Product Design",US,"2016-06-01 00:00:00","2016-07-01 00:00:00",8000,8557,USD,successful
3567,"Grumpy Dad Books","Children's Books",US,"2017-04-27 00:00:00","2017-05-27 00:00:00",4500,4570,USD,successful
3568,"Cowgirl Cattle & Trading Co.","Small Batch",US,"2017-08-08 00:00:00","2017-09-07 00:00:00",25000,0,USD,canceled
3569,"The Chronicles of Tampon Man. Volume 1 - The Red Sea Scrolls","Graphic Novels",US,"2017-03-01 00:00:00","2017-04-01 00:00:00",3800,3927,USD,successful
3570,"LV Deluge",Fiction,US,"2015-03-12 00:00:00","2015-05-11 00:00:00",55000,0,USD,failed
3571,"Kickstand Pump - 4-in-1 stand, pump, light, and lever",Hardware,US,"2015-08-24 00:00:00","2015-09-24 00:00:00",20000,20826,USD,successful
3572,"The Body Becomes the Messenger",Performances,US,"2015-12-03 00:00:00","2016-01-02 00:00:00",500,1025,USD,successful
3573,"Guarding & Restoring Our World (GROW) NC",Design,US,"2015-03-14 00:00:00","2015-05-13 00:00:00",3000,10,USD,failed
3574,"Expression Mats - Imaginatively designed with you in mind!","Product Design",US,"2017-07-18 00:00:00","2017-08-17 00:00:00",20000,2462,USD,canceled
3575,"Cult of Blood Fantasy Football - Atlas Miniatures","Tabletop Games",IT,"2016-09-08 00:00:00","2016-10-08 00:00:00",3300.58,4775.95,EUR,successful
3576,"26 Grains: That's How We Roll",Restaurants,GB,"2015-06-04 00:00:00","2015-07-04 00:00:00",25604.02,26147.91,GBP,successful
3577,"Produce Sumkali's 3rd Album - Tihai","World Music",US,"2015-04-05 00:00:00","2015-05-05 00:00:00",4000,4810,USD,successful
3578,"YOT™ brings you closer",Apps,CA,"2014-10-17 00:00:00","2014-12-16 00:00:00",17247.33,546.74,CAD,failed
3579,"Second Chance - Rock Bottom A Reality TV Show/Documentary",Documentary,US,"2015-04-09 00:00:00","2015-05-09 00:00:00",25,25,USD,successful
3580,"The Genesis Codex",Fiction,US,"2014-08-04 00:00:00","2014-09-03 00:00:00",20000,110,USD,failed
3581,"Loco Motion Shoes..The Walking Billboard! The Coolest Shoes!",Footwear,US,"2014-10-04 00:00:00","2014-11-03 00:00:00",5000,0,USD,failed
3582,"The Faces of Kickstarter Backers: Vol. 1",Photobooks,US,"2014-09-22 00:00:00","2014-10-22 00:00:00",7500,100,USD,failed
3583,"THE MONTECRISTOS - "BORN TO ROCK 'N' ROLL"",Music,GB,"2014-07-23 00:00:00","2014-08-22 00:00:00",8288.71,15143.48,GBP,successful
3584,"Pink October "The film that fought cancer"",Drama,US,"2014-09-05 00:00:00","2014-10-02 00:00:00",1500,1700,USD,successful
3585,"MAMEE'S PRIDE - Make This Riveting Story a Best Seller",Fiction,US,"2011-11-20 00:00:00","2012-01-19 00:00:00",3080,25,USD,failed
3586,"One Day I'll Wear a White Hat","Art Books",US,"2011-10-13 00:00:00","2011-12-08 00:00:00",12000,12542,USD,successful
3587,"Support the Sokolow Ensemble in Anna's Americana",Performances,US,"2014-10-04 00:00:00","2014-11-10 00:00:00",7500,9100,USD,successful
3588,"Foolish Smarts and How to Lose Them","Film & Video",US,"2016-11-07 00:00:00","2017-01-06 00:00:00",16500,325,USD,canceled
3589,"Cuppa Bella - a neighborhood bakery and espresso cafe",Food,US,"2012-09-25 00:00:00","2012-10-25 00:00:00",50000,1215,USD,canceled
3590,"Six Circles: The Unbelievable Dr. Enowitz","Graphic Novels",CA,"2017-10-18 00:00:00","2017-11-17 00:00:00",1614.17,2063.94,CAD,successful
3591,"Homemade Ceramics",Ceramics,US,"2016-01-19 00:00:00","2016-02-28 00:00:00",2000,0,USD,failed
3592,"The Keepers of the Message",Documentary,US,"2015-04-03 00:00:00","2015-06-02 00:00:00",85000,130,USD,failed
3593,"Help me to start my studio gallery teach/peace in Woodstock",Art,US,"2016-01-12 00:00:00","2016-02-11 00:00:00",25000,0,USD,failed
3594,"Fiber Glider - A Carbon Fiber Model Airplane","Product Design",US,"2017-10-02 00:00:00","2017-11-01 00:00:00",2500,6460,USD,successful
3595,"The Roost Renovation Project",Food,US,"2013-05-02 00:00:00","2013-06-01 00:00:00",20000,25198.23,USD,successful
3596,"£1/under a dollar Realistic Art!",Illustration,GB,"2015-03-23 00:00:00","2015-04-22 00:00:00",302.39,36.29,GBP,failed
3597,"Restless Dead: On-Demand Roleplaying the Zombie Apocalypse",Games,US,"2012-10-03 00:00:00","2012-11-02 00:00:00",7000,684,USD,failed
3598,"Save Our Film "Special"",Shorts,US,"2012-06-30 00:00:00","2012-07-27 00:00:00",1000,1161,USD,successful
3599,"Silly Fox - A Short Film",Shorts,CA,"2016-08-18 00:00:00","2016-09-22 00:00:00",1533.51,1618.62,CAD,successful
3600,"Burning Bridget Cleary - These Are The Days","Country & Folk",US,"2015-08-07 00:00:00","2015-09-04 00:00:00",12500,12699,USD,successful
3601,"Fantastic Floras",Photography,US,"2013-05-22 00:00:00","2013-06-07 00:00:00",1000,1,USD,failed
3602,"Dicenstein! (Canceled)","Tabletop Games",US,"2015-06-18 00:00:00","2015-07-19 00:00:00",25000,20682,USD,canceled
3603,"Mandala Official Music",Rock,ES,"2016-05-11 00:00:00","2016-07-10 00:00:00",1780.49,2677.41,EUR,successful
3604,"How to become the cat you were meant to be (Canceled)",Shorts,US,"2013-10-21 00:00:00","2013-11-20 00:00:00",30000,515,USD,canceled
3605,"The Gift","Film & Video",US,"2013-04-17 00:00:00","2013-05-08 00:00:00",3000,3370,USD,successful
3606,"The Remedy is Recording an EP!",Music,US,"2012-11-30 00:00:00","2013-01-03 00:00:00",3000,3116,USD,successful
3607,"MALICE: The Webseries",Webseries,US,"2012-06-19 00:00:00","2012-07-21 00:00:00",8000,10170,USD,successful
3608,"Curbside Cuisine is Expanding to "The Park" at Blondie's",Food,US,"2012-08-19 00:00:00","2012-09-18 00:00:00",28500,4046,USD,failed
3609,"The Sharp Lads Record their 3rd Album!",Punk,US,"2014-09-12 00:00:00","2014-10-15 00:00:00",5000,5046,USD,successful
3610,"Bible Manga (Suspended)","Children's Books",US,"2015-02-02 00:00:00","2015-03-05 00:00:00",2000,0,USD,suspended
3611,"Lee Feldman Album No. 4",Pop,US,"2011-07-12 00:00:00","2011-08-11 00:00:00",15000,16644,USD,successful
3612,"The Total Package","Product Design",US,"2012-04-11 00:00:00","2012-05-11 00:00:00",20000,0,USD,failed
3613,"RISE: Even Death Can't Stop Me",Nonfiction,US,"2013-09-03 00:00:00","2013-10-03 00:00:00",20000,22545,USD,successful
3614,"Meteor Baseball: The World's First LED Baseball (Canceled)","Product Design",US,"2015-09-08 00:00:00","2015-10-23 00:00:00",78000,1974,USD,canceled
3615,"Kids book INVISIBLE MONSTER CHASING NINJAS HIDE UNDER MY BED","Children's Books",US,"2017-04-12 00:00:00","2017-05-12 00:00:00",10000,29,USD,failed
3616,"Sunbin~Emergency solar power supply and daily device charger","Product Design",US,"2015-05-01 00:00:00","2015-05-22 00:00:00",5000,1272,USD,failed
3617,"Obama's Law: 1 law, 2 countries, 24 trillion dollars",Documentary,US,"2013-11-16 00:00:00","2013-12-19 00:00:00",15000,16656,USD,successful
3618,"Copacetic Cuba",Documentary,US,"2015-11-17 00:00:00","2015-12-13 00:00:00",2950,0,USD,failed
3619,"Flor de Maga Begins",Fiction,US,"2014-01-02 00:00:00","2014-02-01 00:00:00",375,455,USD,successful
3620,"Ways to Look at the Moon",Shorts,US,"2017-08-29 00:00:00","2017-10-13 00:00:00",10000,10245,USD,successful
3621,"C.24 - The Music Keyboard for iPad",Sound,US,"2013-07-09 00:00:00","2013-08-08 00:00:00",99000,136450.27,USD,successful
3622,"Changes In The Mating Strategies of White People",Theater,US,"2013-07-06 00:00:00","2013-08-05 00:00:00",6000,6045,USD,successful
3623,"VICTOR THE SNOWMAN TAKES A VACATION.","Children's Books",US,"2013-10-22 00:00:00","2013-11-21 00:00:00",5000,77,USD,failed
3624,""Prinsesa" - The Boy Who Dreamed of Being a Princess",Shorts,US,"2014-01-13 00:00:00","2014-02-14 00:00:00",3500,7001,USD,successful
3625,"Accurate Spoon | Practical, convenient, modern and fun!","Product Design",US,"2017-06-14 00:00:00","2017-07-14 00:00:00",5500,5901,USD,successful
3626,"This is My Life ?",Drama,GB,"2015-04-24 00:00:00","2015-05-24 00:00:00",915.44,958.16,GBP,successful
3627,"Beerbell™ - www.BEERBELL.com (Canceled)","Product Design",US,"2013-09-26 00:00:00","2013-10-26 00:00:00",7500,4491,USD,canceled
3628,"The Shants are recording an album!","Country & Folk",US,"2011-01-14 00:00:00","2011-03-08 00:00:00",1500,1580,USD,successful
3629,"Quickbuds: ANY earbuds/earphones ALWAYS linked to your phone","Product Design",US,"2014-12-09 00:00:00","2015-01-25 00:00:00",41200,408,USD,failed
3630,"Help me learn to fiddle!!",Music,GB,"2015-01-15 00:00:00","2015-02-12 00:00:00",153.78,1.54,GBP,failed
3631,"The Haunted (working title)","Video Games",US,"2014-06-23 00:00:00","2014-07-23 00:00:00",80000,90,USD,failed
3632,"Can We Dance, Hey Hey I Know We Can Dance",Dance,US,"2015-07-03 00:00:00","2015-09-01 00:00:00",800,6,USD,failed
3633,"Human Service Announcement","Film & Video",US,"2013-04-02 00:00:00","2013-05-02 00:00:00",500,0,USD,failed
3634,"Short Film: The Manifesto of Michael Feldt",Shorts,US,"2015-08-30 00:00:00","2015-09-29 00:00:00",4000,4051,USD,successful
3635,"Fibers: Cobrette Bardole's first single. You are needed!","Indie Rock",US,"2014-01-29 00:00:00","2014-02-24 00:00:00",250,306,USD,successful
3636,"Fresberg Cartoon Animation (Canceled)","Children's Books",US,"2014-06-04 00:00:00","2014-07-02 00:00:00",2000,0,USD,canceled
3637,""CIRQUE CAPRICIEUX, the greatest one woman show on earth"",Plays,DE,"2015-05-26 00:00:00","2015-06-25 00:00:00",1680.3,1758.71,EUR,successful
3638,"SLING BAG - Next Generation Bag for Apple devices","Product Design",US,"2015-09-09 00:00:00","2015-10-09 00:00:00",20750,551,USD,failed
3639,"Amaranthine Story Chapter I (Canceled)","Video Games",US,"2015-04-24 00:00:00","2015-05-24 00:00:00",9000,821,USD,canceled
3640,"The Killer Bee Project: A History of Africanized Honey Bees",Nonfiction,US,"2012-05-18 00:00:00","2012-06-17 00:00:00",45000,1870,USD,failed
3641,"Sean and the Magic Ring Tree","Children's Books",US,"2015-11-30 00:00:00","2015-12-26 00:00:00",4935,0,USD,failed
3642,"Oh, Fudge!",Food,US,"2011-09-17 00:00:00","2011-11-16 00:00:00",5000,1440.55,USD,failed
3643,"The Tale of Peter Rabbit & Benjamin Bunny: save the arts and bring families together!",Theater,US,"2009-06-30 00:00:00","2009-07-16 00:00:00",2000,0,USD,failed
3644,"Mimi's dream job",Illustration,CA,"2016-09-08 00:00:00","2016-10-08 00:00:00",341.79,645.6,CAD,successful
3645,"Twin Magic - Mafia Twinz",Hip-Hop,US,"2016-03-11 00:00:00","2016-03-31 00:00:00",3000,1,USD,failed
3646,"Shop Pockets Utility Tool Vest - Change the way you work!",Wearables,US,"2015-03-30 00:00:00","2015-05-04 00:00:00",50000,806,USD,failed
3647,Pura,Documentary,US,"2010-07-18 00:00:00","2010-09-17 00:00:00",10000,0,USD,failed
3648,"Pet Pot Pies - Pet Parents Giving Back","Small Batch",US,"2016-09-02 00:00:00","2016-10-04 00:00:00",12000,319,USD,failed
3649,AndroidWP8,Software,US,"2014-07-08 00:00:00","2014-09-06 00:00:00",150000,1,USD,failed
3650,"Queen Giza's First EP",Music,US,"2015-03-13 00:00:00","2015-04-12 00:00:00",650,1071,USD,successful
3651,"Busted Cap - Designer/Art Toy",Design,US,"2012-03-02 00:00:00","2012-05-01 00:00:00",9500,385,USD,failed
3652,"Moral Mondays Northwest (Canceled)",Documentary,US,"2015-05-18 00:00:00","2015-06-17 00:00:00",50000,0,USD,canceled
3653,"Through The Night",Horror,US,"2016-05-06 00:00:00","2016-06-05 00:00:00",1000,175,USD,failed
3654,"GROOVE 8'S NEW ALBUM: CURIOUS POSES",Jazz,US,"2012-05-10 00:00:00","2012-06-09 00:00:00",2500,402,USD,failed
3655,"The Ultimate innovation for travelers....","Product Design",IT,"2017-06-27 00:00:00","2017-08-26 00:00:00",1191.99,3310.17,EUR,successful
3656,"The KRANX POWERSTIK - A new way to cruise!","Product Design",CA,"2015-05-10 00:00:00","2015-06-08 00:00:00",12192.15,3302.45,CAD,failed
3657,"Crazy 8's - A Hand Illustrated Deck of Playing Cards","Playing Cards",US,"2016-01-16 00:00:00","2016-02-10 00:00:00",12000,24809,USD,successful
3658,"Kingdom of Oberon","Video Games",US,"2014-07-24 00:00:00","2014-08-23 00:00:00",400000,1,USD,failed
3659,"Eric Otis's 'e' Project (Album)","Electronic Music",US,"2012-07-26 00:00:00","2012-08-25 00:00:00",750,175,USD,failed
3660,"Innovative Earbuds That Match the Exact Shape of Your Ear",Wearables,US,"2017-07-10 00:00:00","2017-08-09 00:00:00",1000,2985,USD,successful
3661,"JERSEYBAND: The 7th Album",Music,US,"2011-04-05 00:00:00","2011-05-05 00:00:00",3500,3654.18,USD,successful
3662,"Princess Awesome",Childrenswear,US,"2015-02-03 00:00:00","2015-03-05 00:00:00",35000,215691,USD,successful
3663,"You're Already Dead",Shorts,GB,"2013-10-15 00:00:00","2013-11-12 00:00:00",3213.57,0,GBP,failed
3664,"Promoting my Film: w/ cross country tour from L.A. to New York Screening","Narrative Film",US,"2009-10-09 00:00:00","2009-11-30 00:00:00",5000,10,USD,failed
3665,"Ambitions of a Proud Man",Fiction,US,"2016-03-22 00:00:00","2016-04-22 00:00:00",5000,195,USD,failed
3666,"Dating Homework",Academic,US,"2016-08-05 00:00:00","2016-09-04 00:00:00",10000,30,USD,failed
3667,Build-A-Spinz,"Product Design",US,"2017-07-28 00:00:00","2017-08-27 00:00:00",19000,3794,USD,failed
3668,".Challenge Accepted",Music,"N,0"","2015-11-11 00:00:00","2015-12-12 00:00:00",5000,0,USD,undefined
3669,RHODOPSIN,"Conceptual Art",US,"2014-11-02 00:00:00","2014-12-12 00:00:00",9800,685,USD,failed
3670,"2018 Everitt Farms CSA",Farms,US,"2017-10-10 00:00:00","2017-12-09 00:00:00",20000,800,USD,failed
3671,Lyssan,"Tabletop Games",US,"2011-06-18 00:00:00","2011-08-17 00:00:00",20000,31632.25,USD,successful
