ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,outcome
9236,"50 Years of Flava: A Pop Funk Experience",Hip-Hop,US,"2016-03-04 00:00:00","2016-05-03 00:00:00",30000,11,USD,failed
9237,"E-learning That Starts with Student Interests",Software,US,"2017-05-19 00:00:00","2017-07-18 00:00:00",12000,435,USD,failed
9238,"Knock knock...Sonic Surprise","Public Art",US,"2012-06-07 00:00:00","2012-07-07 00:00:00",500,206,USD,failed
9239,"Forging The Forge Downtown",Technology,US,"2014-05-22 00:00:00","2014-06-21 00:00:00",40000,42591.78,USD,successful
9240,"The Fall - an epic theatrical adaptation",Plays,GB,"2016-04-06 00:00:00","2016-05-06 00:00:00",10144.49,11038.65,GBP,successful
9241,"FN BS The Game","Tabletop Games",US,"2017-01-26 00:00:00","2017-02-25 00:00:00",5000,6206.99,USD,successful
9242,"CYSTIC FIBROSIS, A SMALL HOPE.",Nonfiction,ES,"2015-08-26 00:00:00","2015-09-25 00:00:00",3345.3,0,EUR,failed
9243,"Help fund the new Reno McCarthy Music Video! / Vous+$=Clip!","Music Videos",CA,"2015-04-17 00:00:00","2015-05-17 00:00:00",491.8,945.9,CAD,successful
9244,"Flannelgraph Sessions LP",Music,US,"2011-04-12 00:00:00","2011-05-12 00:00:00",4500,4956,USD,successful
9245,"Gallantry (a soap opera)",Theater,US,"2011-09-12 00:00:00","2011-10-02 00:00:00",300,610,USD,successful
9246,"101 great ways to sneak into Glastonbury Festival",Fiction,GB,"2014-03-25 00:00:00","2014-03-30 00:00:00",4142.98,576.7,GBP,failed
9247,"Quintet - a Multiplayer, Multiplatform Sci-fi Space Game","Video Games",US,"2013-05-09 00:00:00","2013-06-08 00:00:00",1800,7333.42,USD,successful
9248,"Carbon Fiber Wallets",Fashion,US,"2014-07-17 00:00:00","2014-08-16 00:00:00",1000,2,USD,failed
9249,"Killed When I Was Young",Drama,US,"2017-11-25 00:00:00","2018-01-08 00:00:00",30000,1,USD,live
9250,"Keep the music alive",Hip-Hop,US,"2016-08-14 00:00:00","2016-09-13 00:00:00",3000,1,USD,failed
9251,"Red wine and saffron colored bags and leather accessories",Accessories,IT,"2015-09-24 00:00:00","2015-11-03 00:00:00",10864.02,0,EUR,canceled
9252,"The Uncovering of a $1,000,000 Personality Beneath a $2 Face",Journalism,US,"2014-08-21 00:00:00","2014-09-09 00:00:00",1500,156,USD,failed
9253,"Eric K. Auld + Musical Comedy Album = No Apocalypse",Music,US,"2010-05-11 00:00:00","2010-07-14 00:00:00",6000,805,USD,failed
9254,"Feeding Families","Community Gardens",CA,"2015-07-20 00:00:00","2015-08-19 00:00:00",4577.36,0,CAD,failed
9255,"Dear One - A Book to Share with a Child You Love","Children's Books",US,"2017-08-20 00:00:00","2017-09-19 00:00:00",6000,7397,USD,successful
9256,Unrapping,Hip-Hop,US,"2014-03-18 00:00:00","2014-04-17 00:00:00",7000,0,USD,failed
9257,"Art Gallery for New Artists and Custom Framing Store",Painting,CA,"2015-08-04 00:00:00","2015-10-01 00:00:00",11330.16,83.09,CAD,failed
9258,"Bluetooth Audio Link","DIY Electronics",GB,"2015-04-28 00:00:00","2015-05-28 00:00:00",534.01,2874.49,GBP,successful
9259,"Maslow CNC - a $500 open source 4 by 8 foot CNC Machine","Fabrication Tools",US,"2016-10-25 00:00:00","2016-11-23 00:00:00",50000,314547.5,USD,successful
9260,"Live to create, create to live.",Art,US,"2012-04-17 00:00:00","2012-05-02 00:00:00",3500,4390,USD,successful
9261,"Expedition Zetta - Charting the Universe","Tabletop Games",SE,"2017-06-13 00:00:00","2017-07-13 00:00:00",26608.31,10130.09,SEK,canceled
9262,"Drag Race to Kansas City",Documentary,US,"2014-07-29 00:00:00","2014-08-08 00:00:00",1200,350,USD,failed
9263,"Furqan's First Flat Top","Children's Books",US,"2014-06-07 00:00:00","2014-07-07 00:00:00",10500,12189,USD,successful
9264,"LeanChair: The portable, reclining standing desk","Product Design",US,"2015-06-12 00:00:00","2015-07-12 00:00:00",25000,100367,USD,successful
9265,"CHICKS DIG GAY GUYS - Theatrical film release! (Canceled)","Narrative Film",US,"2013-03-27 00:00:00","2013-04-26 00:00:00",300000,1307.78,USD,canceled
9266,"eDOTcore: a bit more than an Arduino Uno board","DIY Electronics",IT,"2017-03-22 00:00:00","2017-04-26 00:00:00",2186.01,34.98,EUR,failed
9267,POLSKATES,"3D Printing",US,"2015-05-30 00:00:00","2015-06-28 00:00:00",65000,700,USD,failed
9268,"Palms Free Cell Phone Harness Holds Iphone Galaxy S Go Pro",Wearables,US,"2016-09-24 00:00:00","2016-10-26 00:00:00",25000,298,USD,failed
9269,"Green Eggs and Ham: The Movie",Action,US,"2015-04-10 00:00:00","2015-05-10 00:00:00",500,0,USD,failed
9270,BoomHelicopter,"Video Games",ES,"2016-10-16 00:00:00","2016-11-30 00:00:00",53.21,0,EUR,failed
9271,"THE WILLOW EP","Country & Folk",US,"2014-05-31 00:00:00","2014-07-01 00:00:00",2200,2391,USD,successful
9272,"BODY Play - New Draft New England Tour",Theater,US,"2015-05-14 00:00:00","2015-06-04 00:00:00",2500,2605,USD,successful
9273,"Midwest School Assembly Reference",Publishing,US,"2016-05-16 00:00:00","2016-06-17 00:00:00",6000,18825,USD,successful
